customer_id,product_id,rating,review_text,review_date
107,26,4,Amazing performance and easy to use.,2024-03-04
94,216,5,Good product but delivery was delayed.,2024-03-16
34,118,5,Fast delivery and nice packaging.,2023-05-30
7,230,5,Value for money.,2023-07-29
336,225,4,Very good quality and worth the price.,2023-11-08
292,4,5,Will definitely buy again.,2024-10-19
223,240,5,Will definitely buy again.,2024-11-10
33,171,5,Fast delivery and nice packaging.,2023-02-19
226,144,2,Will definitely buy again.,2024-03-10
446,78,3,Very good quality and worth the price.,2024-02-04
323,6,3,Exceeded my expectations.,2023-09-11
469,253,3,Amazing performance and easy to use.,2024-10-17
105,27,5,Average product. Could be better.,2024-05-14
424,189,4,Not satisfied with the quality.,2023-09-05
421,211,3,Not satisfied with the quality.,2023-10-07
375,137,5,Amazing performance and easy to use.,2023-05-15
493,95,5,Very good quality and worth the price.,2023-06-26
304,155,4,Very good quality and worth the price.,2023-10-22
48,63,4,Excellent product. Highly recommended.,2024-11-03
491,63,3,Will definitely buy again.,2024-10-16
254,227,5,Value for money.,2024-02-17
34,253,2,Value for money.,2023-02-01
304,122,3,Average product. Could be better.,2023-09-29
484,57,4,Average product. Could be better.,2024-01-14
120,233,5,Exceeded my expectations.,2024-07-07
481,40,4,Will definitely buy again.,2024-02-16
192,18,5,Fast delivery and nice packaging.,2024-11-04
477,20,3,Average product. Could be better.,2023-10-10
200,18,5,Fast delivery and nice packaging.,2024-07-16
348,259,4,Excellent product. Highly recommended.,2023-08-12
242,291,4,Not satisfied with the quality.,2024-01-26
437,250,4,Will definitely buy again.,2023-01-17
348,85,3,Exceeded my expectations.,2023-08-02
337,147,5,Amazing performance and easy to use.,2024-03-17
219,20,5,Amazing performance and easy to use.,2023-10-05
431,114,3,Exceeded my expectations.,2023-06-10
96,38,1,Exceeded my expectations.,2023-06-22
312,299,4,Good product but delivery was delayed.,2024-12-07
286,123,5,Not satisfied with the quality.,2024-12-25
211,68,3,Will definitely buy again.,2023-04-06
216,228,5,Average product. Could be better.,2023-03-18
72,36,3,Average product. Could be better.,2024-06-22
293,15,5,Average product. Could be better.,2024-12-20
470,297,3,Amazing performance and easy to use.,2024-09-04
156,111,4,Fast delivery and nice packaging.,2025-06-09
197,188,4,Good product but delivery was delayed.,2024-01-21
339,120,4,Excellent product. Highly recommended.,2024-12-20
74,141,5,Amazing performance and easy to use.,2025-06-14
131,198,4,Average product. Could be better.,2024-08-27
19,35,1,Average product. Could be better.,2023-01-19
222,195,2,Amazing performance and easy to use.,2023-03-10
418,235,3,Exceeded my expectations.,2024-07-25
132,119,2,Will definitely buy again.,2025-01-16
70,261,2,Very good quality and worth the price.,2024-05-01
343,209,5,Average product. Could be better.,2025-03-09
307,43,3,Exceeded my expectations.,2023-07-23
408,257,2,Fast delivery and nice packaging.,2023-07-13
73,228,4,Will definitely buy again.,2024-03-21
453,146,4,Amazing performance and easy to use.,2025-02-03
161,88,5,Very good quality and worth the price.,2024-08-05
153,216,4,Not satisfied with the quality.,2024-11-09
358,234,3,Exceeded my expectations.,2024-02-17
214,218,4,Average product. Could be better.,2023-09-06
235,259,4,Very good quality and worth the price.,2025-05-06
112,204,5,Fast delivery and nice packaging.,2024-03-09
25,98,5,Good product but delivery was delayed.,2024-12-14
199,196,2,Good product but delivery was delayed.,2024-01-14
498,33,2,Excellent product. Highly recommended.,2024-01-12
236,98,3,Value for money.,2023-10-18
268,187,3,Exceeded my expectations.,2024-01-17
179,213,4,Good product but delivery was delayed.,2023-06-18
83,123,4,Will definitely buy again.,2024-07-18
243,107,5,Good product but delivery was delayed.,2023-03-30
340,192,3,Average product. Could be better.,2023-09-08
175,134,3,Amazing performance and easy to use.,2023-05-04
499,182,5,Value for money.,2025-03-16
29,206,4,Will definitely buy again.,2023-04-09
219,20,5,Good product but delivery was delayed.,2023-08-27
43,145,5,Not satisfied with the quality.,2023-09-30
493,28,5,Amazing performance and easy to use.,2023-05-08
492,65,1,Value for money.,2024-10-14
235,4,1,Good product but delivery was delayed.,2023-06-20
74,116,5,Excellent product. Highly recommended.,2023-12-03
453,5,5,Will definitely buy again.,2024-11-14
156,180,4,Value for money.,2023-04-20
39,156,2,Value for money.,2023-11-01
17,169,5,Amazing performance and easy to use.,2024-05-31
361,144,4,Not satisfied with the quality.,2023-09-20
409,251,5,Will definitely buy again.,2025-03-19
203,290,1,Not satisfied with the quality.,2025-02-21
194,221,2,Exceeded my expectations.,2023-08-31
102,208,5,Fast delivery and nice packaging.,2023-08-10
173,105,5,Value for money.,2024-09-21
81,100,3,Excellent product. Highly recommended.,2024-12-03
62,143,3,Amazing performance and easy to use.,2025-05-11
297,40,5,Excellent product. Highly recommended.,2023-12-18
166,299,4,Very good quality and worth the price.,2023-01-05
281,143,5,Value for money.,2025-02-07
365,238,4,Fast delivery and nice packaging.,2024-05-17
45,70,4,Good product but delivery was delayed.,2024-09-09
122,222,3,Fast delivery and nice packaging.,2023-06-14
372,7,5,Not satisfied with the quality.,2023-05-29
339,297,3,Value for money.,2023-02-28
160,234,2,Good product but delivery was delayed.,2024-06-24
320,210,5,Will definitely buy again.,2023-06-07
420,111,3,Exceeded my expectations.,2024-02-05
72,65,5,Very good quality and worth the price.,2024-02-24
374,271,4,Value for money.,2023-05-21
470,69,4,Will definitely buy again.,2023-04-12
61,146,5,Very good quality and worth the price.,2024-05-05
317,49,5,Fast delivery and nice packaging.,2024-11-24
47,191,5,Excellent product. Highly recommended.,2023-07-11
5,59,5,Average product. Could be better.,2024-05-18
415,65,5,Excellent product. Highly recommended.,2023-08-21
90,300,3,Not satisfied with the quality.,2024-12-21
153,59,5,Good product but delivery was delayed.,2023-09-22
343,268,5,Value for money.,2025-04-23
108,109,5,Amazing performance and easy to use.,2024-04-23
180,234,5,Value for money.,2024-07-23
226,259,3,Excellent product. Highly recommended.,2024-07-23
296,157,3,Exceeded my expectations.,2025-04-19
105,231,3,Good product but delivery was delayed.,2025-06-14
203,175,2,Excellent product. Highly recommended.,2024-05-05
201,126,5,Good product but delivery was delayed.,2024-08-05
442,107,3,Fast delivery and nice packaging.,2024-12-01
8,238,5,Very good quality and worth the price.,2023-09-11
230,22,4,Value for money.,2023-06-02
360,121,4,Excellent product. Highly recommended.,2024-12-08
476,203,5,Excellent product. Highly recommended.,2023-12-14
291,219,3,Exceeded my expectations.,2024-05-12
312,267,4,Will definitely buy again.,2023-02-03
364,213,4,Good product but delivery was delayed.,2023-03-18
388,164,2,Fast delivery and nice packaging.,2024-05-29
498,77,2,Fast delivery and nice packaging.,2023-03-05
1,156,4,Excellent product. Highly recommended.,2024-10-12
429,51,4,Will definitely buy again.,2023-09-17
183,244,5,Exceeded my expectations.,2025-03-12
499,186,5,Average product. Could be better.,2024-09-17
411,166,3,Amazing performance and easy to use.,2023-11-24
486,122,5,Fast delivery and nice packaging.,2023-05-04
232,259,4,Will definitely buy again.,2025-04-06
474,82,5,Excellent product. Highly recommended.,2023-05-11
235,3,5,Will definitely buy again.,2023-12-09
29,136,4,Very good quality and worth the price.,2024-10-30
473,246,3,Excellent product. Highly recommended.,2024-08-19
157,43,5,Average product. Could be better.,2024-09-25
274,134,3,Fast delivery and nice packaging.,2025-04-11
258,14,5,Exceeded my expectations.,2023-03-08
336,217,5,Good product but delivery was delayed.,2024-02-02
29,243,5,Exceeded my expectations.,2024-08-19
353,130,4,Will definitely buy again.,2024-07-07
411,260,5,Will definitely buy again.,2024-02-17
170,166,5,Excellent product. Highly recommended.,2024-02-26
392,141,2,Excellent product. Highly recommended.,2025-04-03
495,236,5,Not satisfied with the quality.,2023-10-21
351,231,5,Good product but delivery was delayed.,2023-06-18
458,107,5,Amazing performance and easy to use.,2025-01-02
461,258,2,Good product but delivery was delayed.,2023-01-15
322,137,2,Amazing performance and easy to use.,2023-09-15
12,231,5,Excellent product. Highly recommended.,2023-12-28
111,17,3,Value for money.,2024-10-28
226,227,4,Very good quality and worth the price.,2023-02-06
482,59,4,Exceeded my expectations.,2023-03-01
483,264,5,Will definitely buy again.,2023-10-25
448,51,2,Average product. Could be better.,2023-05-19
219,197,4,Exceeded my expectations.,2024-02-21
459,81,4,Fast delivery and nice packaging.,2024-05-31
226,144,5,Fast delivery and nice packaging.,2023-11-07
82,180,4,Exceeded my expectations.,2023-05-18
234,180,3,Not satisfied with the quality.,2023-05-16
61,69,2,Fast delivery and nice packaging.,2025-05-03
452,144,3,Exceeded my expectations.,2024-09-30
146,292,4,Amazing performance and easy to use.,2024-10-04
326,241,3,Very good quality and worth the price.,2023-12-07
394,193,5,Very good quality and worth the price.,2023-08-26
50,257,5,Exceeded my expectations.,2025-04-05
464,127,2,Excellent product. Highly recommended.,2023-01-15
252,123,2,Excellent product. Highly recommended.,2023-04-18
153,184,3,Good product but delivery was delayed.,2024-05-07
323,217,4,Average product. Could be better.,2025-01-03
484,258,2,Fast delivery and nice packaging.,2023-04-30
441,131,5,Amazing performance and easy to use.,2025-03-18
406,79,4,Average product. Could be better.,2024-11-14
352,51,5,Exceeded my expectations.,2023-03-24
198,177,4,Amazing performance and easy to use.,2023-05-20
170,134,5,Will definitely buy again.,2023-06-17
270,37,2,Good product but delivery was delayed.,2024-05-03
245,171,4,Value for money.,2023-11-25
130,143,5,Good product but delivery was delayed.,2023-06-14
317,151,4,Exceeded my expectations.,2023-04-07
111,253,3,Very good quality and worth the price.,2023-05-14
16,9,3,Exceeded my expectations.,2024-11-06
81,248,4,Good product but delivery was delayed.,2024-03-03
406,186,4,Average product. Could be better.,2023-02-27
62,252,2,Average product. Could be better.,2023-12-13
136,79,2,Fast delivery and nice packaging.,2023-10-10
236,236,4,Amazing performance and easy to use.,2025-04-13
129,275,5,Good product but delivery was delayed.,2023-08-07
279,31,3,Value for money.,2024-08-04
18,72,3,Exceeded my expectations.,2025-01-14
263,61,3,Value for money.,2023-11-05
72,291,5,Excellent product. Highly recommended.,2023-08-15
493,64,4,Not satisfied with the quality.,2024-07-19
242,261,3,Excellent product. Highly recommended.,2025-02-06
86,137,2,Exceeded my expectations.,2024-08-10
22,207,5,Fast delivery and nice packaging.,2023-05-27
423,29,5,Good product but delivery was delayed.,2024-02-04
376,8,3,Will definitely buy again.,2023-12-26
408,289,3,Value for money.,2024-11-27
328,255,4,Excellent product. Highly recommended.,2024-04-06
307,173,3,Average product. Could be better.,2024-06-22
410,230,5,Good product but delivery was delayed.,2024-05-11
396,282,3,Very good quality and worth the price.,2024-12-28
147,101,2,Excellent product. Highly recommended.,2025-05-01
423,256,4,Average product. Could be better.,2025-03-07
321,124,3,Average product. Could be better.,2023-05-26
469,265,5,Fast delivery and nice packaging.,2023-06-01
469,215,2,Average product. Could be better.,2025-03-04
289,76,3,Average product. Could be better.,2023-03-01
250,79,4,Excellent product. Highly recommended.,2025-06-19
131,233,4,Value for money.,2024-11-23
463,102,3,Not satisfied with the quality.,2024-05-14
73,65,5,Good product but delivery was delayed.,2024-05-04
230,18,3,Amazing performance and easy to use.,2025-04-10
396,253,3,Exceeded my expectations.,2024-10-19
336,207,5,Fast delivery and nice packaging.,2025-04-15
175,73,2,Very good quality and worth the price.,2024-08-23
359,210,4,Exceeded my expectations.,2023-08-01
28,154,5,Good product but delivery was delayed.,2024-05-26
131,188,4,Fast delivery and nice packaging.,2023-05-11
437,220,3,Amazing performance and easy to use.,2024-01-29
79,55,1,Not satisfied with the quality.,2023-07-27
368,161,4,Excellent product. Highly recommended.,2025-02-18
262,126,3,Not satisfied with the quality.,2023-12-06
161,113,1,Very good quality and worth the price.,2025-04-04
121,143,4,Fast delivery and nice packaging.,2025-04-06
130,6,4,Not satisfied with the quality.,2025-02-16
137,146,5,Will definitely buy again.,2025-02-23
140,250,5,Good product but delivery was delayed.,2025-06-09
178,115,3,Exceeded my expectations.,2023-01-05
73,84,5,Average product. Could be better.,2023-09-03
281,107,4,Fast delivery and nice packaging.,2023-07-10
66,295,3,Not satisfied with the quality.,2025-05-09
52,147,5,Value for money.,2023-07-20
